id_credito,segmento,provincia,ingreso_mensual,deuda_ingreso,antiguedad_meses,dias_mora,saldo,score,pd_12m,lgd,ead,perdida_esperada,incumplimiento,clasificacion
EC-000662,Vivienda,Azuay,3157.91,0.2282,31,0,89715.76,845,0.002,0.25,76850.75,38.43,0,Normal
EC-000663,Consumo,Azuay,8435.21,0.3714,123,15,13979.31,820,0.002,0.4136,11058.18,9.15,0,Vigilancia
EC-000664,Consumo,Imbabura,4066.85,0.3684,14,0,1649.13,770,0.002,0.4876,1550.76,1.51,0,Normal
EC-000665,Microcrédito,El Oro,4164.67,0.5328,57,0,2445.74,818,0.002,0.436,2183.97,1.9,0,Normal
EC-000666,Productivo,Chimborazo,16440.99,0.1436,166,30,12505.95,827,0.002,0.392,10301.19,8.08,0,Vigilancia
EC-000667,Vivienda,Loja,3088.29,0.2657,145,0,28596.91,803,0.002,0.25,23966.03,11.98,0,Normal
EC-000668,Comercial,Chimborazo,3026.06,0.0797,163,0,10462.14,853,0.002,0.6338,8621.6,10.93,0,Normal
EC-000669,Consumo,Pichincha,3489.84,0.2555,64,15,5245.92,859,0.002,0.5861,4434.96,5.2,0,Vigilancia
EC-000670,Microcrédito,El Oro,1146.16,0.2957,123,30,2826.03,735,0.002,0.6517,2452.62,3.2,0,Vigilancia
EC-000671,Consumo,Imbabura,1654.85,0.3514,127,0,3047.95,779,0.002,0.4837,2476.95,2.4,0,Normal
EC-000672,Productivo,El Oro,1589.21,0.2688,45,0,3058.91,900,0.002,0.4293,2903.16,2.49,0,Normal
EC-000673,Comercial,Chimborazo,3364.21,0.2992,170,0,39241.64,857,0.002,0.3587,38454.56,27.59,0,Normal
EC-000674,Productivo,Loja,1971.97,0.4935,175,5,9758.17,742,0.002,0.5134,8454.32,8.68,0,Vigilancia
EC-000675,Productivo,Pichincha,2415.94,0.2147,20,0,37910.24,784,0.002,0.3631,34846.39,25.31,0,Normal
EC-000676,Microcrédito,Imbabura,4477.61,0.1034,138,15,2683.53,793,0.002,0.3514,2631.34,1.85,0,Vigilancia
EC-000677,Comercial,Pichincha,3870.15,0.1913,81,30,12084.24,806,0.002,0.5496,9350.1,10.28,0,Vigilancia
EC-000678,Microcrédito,Imbabura,1987.99,0.3414,122,120,2389.31,673,0.01127,0.4044,1847.23,8.42,0,Pérdida
EC-000679,Consumo,Imbabura,1428.68,0.1964,100,0,9370.44,889,0.002,0.5347,6937.23,7.42,0,Normal
EC-000680,Microcrédito,Los Ríos,4618.98,0.3131,41,0,9500.44,743,0.002,0.5393,8016.37,8.65,0,Normal
EC-000681,Consumo,Manabí,3652.0,0.2505,18,0,640.98,771,0.002,0.5889,520.94,0.61,0,Normal
EC-000682,Consumo,Los Ríos,777.38,0.5153,93,0,6355.02,751,0.002,0.4764,5573.04,5.31,0,Normal
EC-000683,Consumo,Guayas,1801.64,0.3087,151,0,2761.52,900,0.002,0.5827,2337.07,2.72,0,Normal
EC-000684,Microcrédito,Manabí,2459.18,0.4097,149,60,2902.03,745,0.002,0.4708,2244.01,2.11,0,Deficiente
EC-000685,Productivo,Guayas,3663.74,0.5804,50,0,11396.58,761,0.002,0.3823,9453.81,7.23,0,Normal
EC-000686,Microcrédito,Imbabura,3990.08,0.1424,155,0,6125.82,819,0.002,0.4523,4460.15,4.03,0,Normal
EC-000687,Microcrédito,Imbabura,2655.9,0.2852,65,0,1849.18,741,0.002,0.3525,1609.65,1.13,0,Normal
EC-000688,Comercial,Los Ríos,3230.56,0.3349,102,180,34198.1,652,0.03842,0.5026,27218.16,525.62,0,Pérdida
EC-000689,Vivienda,Imbabura,2302.36,0.3273,59,0,39882.19,799,0.002,0.25,29969.89,14.98,0,Normal
EC-000690,Microcrédito,Loja,1425.1,0.3369,95,30,1688.51,752,0.002,0.609,1246.87,1.52,0,Vigilancia
EC-000691,Consumo,Pichincha,1863.44,0.1023,96,45,12746.88,785,0.002,0.4266,11727.71,10.01,0,Deficiente
EC-000692,Vivienda,Chimborazo,2235.78,0.2097,126,0,32330.14,814,0.002,0.25,25516.74,12.76,0,Normal
EC-000693,Consumo,Manabí,2159.13,0.4154,85,5,2125.87,746,0.002,0.4112,1922.77,1.58,0,Vigilancia
EC-000694,Microcrédito,Pichincha,648.32,0.1393,96,0,1499.35,889,0.002,0.6746,1421.89,1.92,0,Normal
EC-000695,Comercial,Chimborazo,1705.54,0.4593,118,0,50681.58,749,0.002,0.453,43585.96,39.49,0,Normal
EC-000696,Microcrédito,Chimborazo,2290.52,0.427,76,0,1595.31,773,0.002,0.4917,1208.06,1.19,0,Normal
EC-000697,Vivienda,Manabí,1839.24,0.2408,95,0,39764.22,826,0.002,0.25,35472.6,17.74,0,Normal
EC-000698,Productivo,Imbabura,1881.01,0.3186,16,15,48320.17,799,0.002,0.6105,35759.34,43.66,0,Vigilancia
EC-000699,Productivo,Pichincha,3032.66,0.2741,157,45,24102.77,738,0.002,0.498,22868.72,22.78,0,Deficiente
EC-000700,Consumo,Pichincha,1095.18,0.337,23,0,3763.9,821,0.002,0.3788,3512.59,2.66,0,Normal
EC-000701,Consumo,Azuay,766.45,0.1335,158,5,4610.23,820,0.002,0.5061,3838.4,3.89,0,Vigilancia
EC-000702,Microcrédito,Tungurahua,1761.09,0.3481,137,0,2311.69,801,0.002,0.5854,1838.6,2.15,0,Normal
EC-000703,Consumo,Guayas,3628.86,0.4649,171,0,9865.67,844,0.002,0.5061,9063.34,9.17,0,Normal
EC-000704,Vivienda,Pichincha,6613.77,0.3359,5,15,16181.79,747,0.002,0.25,14220.86,7.11,0,Vigilancia
EC-000705,Consumo,Tungurahua,3671.6,0.2784,40,0,7547.56,840,0.002,0.6376,5740.87,7.32,0,Normal
EC-000706,Microcrédito,Imbabura,850.33,0.3265,10,30,1557.69,779,0.002,0.5199,1452.66,1.51,0,Vigilancia
EC-000707,Vivienda,Imbabura,1898.77,0.3052,76,0,24814.14,820,0.002,0.25,20186.63,10.09,0,Normal
EC-000708,Vivienda,Imbabura,2609.23,0.5427,163,45,92155.74,701,0.00316,0.25,89416.63,70.75,0,Deficiente
EC-000709,Microcrédito,Los Ríos,2478.56,0.3107,138,0,1484.85,893,0.002,0.4715,1413.95,1.33,0,Normal
EC-000710,Microcrédito,Tungurahua,3135.51,0.3125,127,0,3153.03,820,0.002,0.6046,2513.68,3.04,0,Normal
EC-000711,Comercial,El Oro,1216.73,0.4552,153,30,3381.41,745,0.002,0.5169,2676.28,2.77,0,Vigilancia
EC-000712,Productivo,Los Ríos,2303.56,0.1807,1,0,24230.94,814,0.002,0.5279,20145.82,21.27,0,Normal
EC-000713,Vivienda,Loja,2902.16,0.2367,142,0,20159.95,842,0.002,0.25,19056.3,9.53,0,Normal
EC-000714,Comercial,Pichincha,3777.0,0.2494,57,60,18652.7,778,0.002,0.6152,14112.32,17.36,0,Deficiente
EC-000715,Vivienda,Imbabura,1308.04,0.582,125,0,53722.06,740,0.002,0.25,43433.98,21.72,0,Normal
EC-000716,Consumo,Azuay,1764.54,0.3406,138,0,7408.31,734,0.002,0.4554,6701.19,6.1,0,Normal
EC-000717,Microcrédito,Chimborazo,450.0,0.2645,124,0,2459.0,830,0.002,0.5618,1793.54,2.02,0,Normal
EC-000718,Consumo,Manabí,1474.46,0.2283,76,5,1386.98,780,0.002,0.5574,1020.34,1.14,0,Vigilancia
EC-000719,Productivo,Los Ríos,1570.47,0.2292,111,5,7231.06,850,0.002,0.6429,6749.53,8.68,0,Vigilancia
EC-000720,Comercial,Pichincha,1138.28,0.1515,85,45,14771.97,780,0.002,0.4976,12796.31,12.73,0,Deficiente
EC-000721,Microcrédito,Tungurahua,2459.34,0.3388,114,0,2193.24,844,0.002,0.4128,1921.56,1.59,0,Normal
EC-000722,Microcrédito,Manabí,2129.49,0.312,83,0,4564.86,777,0.002,0.417,3604.79,3.01,0,Normal
EC-000723,Consumo,Manabí,508.52,0.1043,71,0,3636.5,822,0.002,0.3669,3159.75,2.32,0,Normal
EC-000724,Comercial,Azuay,2540.41,0.575,37,0,24979.07,731,0.002,0.3832,21796.78,16.71,0,Normal
EC-000725,Consumo,Chimborazo,1207.84,0.252,70,30,6184.33,723,0.002,0.4494,5169.21,4.65,0,Vigilancia
EC-000726,Consumo,Loja,3028.12,0.4462,130,0,11628.37,828,0.002,0.3838,11512.53,8.84,0,Normal
EC-000727,Consumo,Los Ríos,959.87,0.2479,157,5,5178.7,760,0.002,0.6375,3800.1,4.84,0,Vigilancia
EC-000728,Consumo,Manabí,2251.84,0.4071,19,5,5378.86,809,0.002,0.4695,4497.7,4.22,0,Vigilancia
EC-000729,Microcrédito,Pichincha,1837.1,0.0803,33,30,5869.31,827,0.002,0.4716,5635.1,5.31,0,Vigilancia
EC-000730,Microcrédito,Los Ríos,2689.25,0.4187,92,0,4178.76,782,0.002,0.6,3250.06,3.9,0,Normal
EC-000731,Consumo,Guayas,2394.8,0.4486,127,0,14819.04,798,0.002,0.4494,14549.32,13.08,0,Normal
EC-000732,Consumo,Azuay,1870.84,0.1991,31,90,3544.68,715,0.00314,0.586,2974.47,5.48,0,Dudoso
EC-000733,Consumo,Los Ríos,813.56,0.1588,59,5,7488.85,810,0.002,0.6214,5720.34,7.11,0,Vigilancia
EC-000734,Microcrédito,Los Ríos,845.4,0.276,9,0,2204.8,806,0.002,0.4689,1644.93,1.54,0,Normal
EC-000735,Consumo,Chimborazo,1510.92,0.3439,10,30,1282.57,771,0.002,0.5077,1040.91,1.06,0,Vigilancia
EC-000736,Productivo,Manabí,2196.49,0.2412,26,90,3557.01,662,0.00605,0.4563,3477.05,9.6,0,Dudoso
EC-000737,Consumo,Imbabura,1487.18,0.0755,132,0,6252.67,879,0.002,0.4896,6146.04,6.02,0,Normal
EC-000738,Consumo,Loja,3315.58,0.2266,157,90,4575.48,627,0.00823,0.5416,4015.96,17.91,0,Dudoso
EC-000739,Microcrédito,Imbabura,1841.81,0.2647,90,0,6498.18,753,0.002,0.4654,4893.74,4.55,0,Normal
EC-000740,Microcrédito,El Oro,1179.38,0.3065,32,180,3131.31,654,0.03806,0.5032,2654.87,50.85,0,Pérdida
EC-000741,Consumo,Pichincha,1843.16,0.3675,166,0,5843.61,788,0.002,0.5138,4890.94,5.03,0,Normal
EC-000742,Consumo,Manabí,2557.56,0.4473,51,0,2758.09,745,0.002,0.3581,2164.27,1.55,0,Normal
EC-000743,Vivienda,Manabí,2727.59,0.655,28,0,77886.46,722,0.002,0.25,57736.38,28.87,0,Normal
EC-000744,Consumo,Azuay,7487.17,0.3296,25,45,4171.15,733,0.002,0.5287,3448.88,3.65,0,Deficiente
EC-000745,Microcrédito,Loja,1429.68,0.4631,64,180,3281.23,571,0.11756,0.3509,2704.13,111.54,0,Pérdida
EC-000746,Microcrédito,El Oro,2105.35,0.1712,133,0,1493.74,791,0.002,0.5824,1369.93,1.6,0,Normal
EC-000747,Microcrédito,Pichincha,2913.12,0.1377,72,0,1731.47,782,0.002,0.6488,1437.78,1.87,0,Normal
EC-000748,Microcrédito,Guayas,2174.98,0.5371,81,0,2155.83,784,0.002,0.599,1560.12,1.87,0,Normal
EC-000749,Vivienda,Imbabura,1594.95,0.1781,62,0,77436.83,819,0.002,0.25,56188.57,28.09,0,Normal
EC-000750,Vivienda,Loja,806.72,0.4265,170,30,68840.69,774,0.002,0.25,62817.43,31.41,0,Vigilancia
EC-000751,Consumo,Tungurahua,1584.39,0.0413,124,0,5120.72,861,0.002,0.5647,4634.36,5.23,0,Normal
EC-000752,Microcrédito,El Oro,1098.93,0.5418,120,120,4385.56,607,0.03467,0.5745,3354.51,66.82,0,Pérdida
EC-000753,Consumo,El Oro,718.89,0.0958,79,90,2145.86,722,0.00246,0.6726,2065.48,3.41,0,Dudoso
EC-000754,Microcrédito,Manabí,1316.6,0.4976,96,0,3945.83,766,0.002,0.5127,3573.08,3.66,0,Normal
EC-000755,Productivo,Manabí,1118.1,0.2952,160,0,7277.55,817,0.002,0.4323,5553.75,4.8,0,Normal
EC-000756,Consumo,Los Ríos,3227.49,0.4331,119,180,4253.79,615,0.06776,0.4695,3405.3,108.33,0,Pérdida
EC-000757,Microcrédito,Chimborazo,3264.0,0.3175,147,60,1322.3,695,0.00273,0.6544,1312.55,2.35,0,Deficiente
EC-000758,Comercial,Azuay,1227.19,0.3661,8,15,26286.24,785,0.002,0.5588,21927.17,24.51,0,Vigilancia
EC-000759,Consumo,Tungurahua,1864.69,0.2345,155,0,4354.72,889,0.002,0.6352,3424.1,4.35,0,Normal
EC-000760,Microcrédito,Chimborazo,659.94,0.4165,172,0,6765.86,839,0.002,0.5889,5864.35,6.91,0,Normal
EC-000761,Productivo,Pichincha,1601.47,0.6294,121,45,22573.53,661,0.00604,0.6686,17552.15,70.9,0,Deficiente
EC-000762,Consumo,Imbabura,2862.18,0.4432,173,0,6672.58,764,0.002,0.5154,6283.44,6.48,0,Normal
EC-000763,Consumo,Manabí,3775.2,0.2101,103,15,7951.01,803,0.002,0.6635,7493.07,9.94,0,Vigilancia
EC-000764,Consumo,Chimborazo,1389.25,0.444,50,30,2772.74,723,0.002,0.6423,2618.12,3.36,0,Vigilancia
EC-000765,Comercial,El Oro,4375.19,0.1694,110,0,14350.36,853,0.002,0.6282,12812.51,16.1,0,Normal
EC-000766,Consumo,Los Ríos,824.52,0.1637,114,0,9274.18,805,0.002,0.6599,8479.69,11.19,0,Normal
EC-000767,Consumo,Guayas,981.46,0.284,27,0,4726.79,747,0.002,0.5234,3828.66,4.01,0,Normal
EC-000768,Consumo,Guayas,3502.67,0.2754,37,60,1819.51,736,0.002,0.5951,1757.8,2.09,0,Deficiente
EC-000769,Consumo,Chimborazo,6543.51,0.317,53,0,10986.96,691,0.002,0.5333,8354.11,8.91,0,Normal
EC-000770,Productivo,El Oro,3043.4,0.349,99,0,35744.82,804,0.002,0.6062,28283.32,34.29,0,Normal
EC-000771,Consumo,El Oro,2151.19,0.4783,27,120,9989.52,567,0.04563,0.602,9969.07,273.84,0,Pérdida
EC-000772,Microcrédito,Guayas,530.13,0.318,139,15,2863.0,808,0.002,0.6003,2831.25,3.4,0,Vigilancia
EC-000773,Productivo,Azuay,593.13,0.4819,20,0,12781.43,783,0.002,0.4914,11019.3,10.83,0,Normal
EC-000774,Vivienda,Los Ríos,2402.14,0.6424,170,45,44404.02,718,0.0032,0.25,38176.36,30.53,0,Deficiente
EC-000775,Consumo,Loja,1749.8,0.4866,122,0,4644.11,762,0.002,0.6392,3495.67,4.47,0,Normal
EC-000776,Vivienda,El Oro,1076.22,0.3831,62,180,72304.47,581,0.09329,0.25,65414.0,1525.69,1,Pérdida
EC-000777,Productivo,Loja,2304.45,0.3089,68,60,39573.67,699,0.00267,0.5,28836.9,38.49,0,Deficiente
EC-000778,Consumo,Azuay,2379.95,0.5731,125,0,13228.41,768,0.002,0.6316,10688.78,13.5,0,Normal
EC-000779,Vivienda,Guayas,4080.07,0.3112,16,0,26291.39,747,0.002,0.25,22009.82,11.0,0,Normal
EC-000780,Vivienda,Chimborazo,2413.4,0.3948,129,0,20619.36,847,0.002,0.25,20007.29,10.0,0,Normal
EC-000781,Consumo,Chimborazo,4907.19,0.4908,100,15,8987.9,748,0.002,0.5414,8908.51,9.65,0,Vigilancia
EC-000782,Comercial,Guayas,2219.85,0.2483,40,5,74708.05,828,0.002,0.5763,74164.14,85.48,0,Vigilancia
EC-000783,Microcrédito,Loja,2048.85,0.0954,162,0,7174.26,804,0.002,0.5771,6770.16,7.81,0,Normal
EC-000784,Productivo,El Oro,4410.76,0.3271,114,120,11433.96,625,0.01691,0.4526,9160.88,70.12,0,Pérdida
EC-000785,Comercial,Loja,1169.13,0.4031,30,0,20455.97,707,0.002,0.4466,14988.05,13.39,0,Normal
EC-000786,Microcrédito,Imbabura,13758.21,0.3079,118,30,20988.63,831,0.002,0.6428,17613.09,22.64,0,Vigilancia
EC-000787,Vivienda,Azuay,2818.38,0.7008,75,15,32411.82,696,0.00265,0.25,26035.47,17.23,0,Vigilancia
EC-000788,Consumo,Pichincha,2828.61,0.3454,138,0,1854.51,832,0.002,0.4827,1675.46,1.62,0,Normal
EC-000789,Vivienda,Loja,3106.69,0.4658,89,0,11684.55,782,0.002,0.25,9626.86,4.81,0,Normal
EC-000790,Productivo,El Oro,7481.13,0.3987,180,15,5794.17,805,0.002,0.5053,5616.93,5.68,0,Vigilancia
EC-000791,Consumo,Guayas,3696.46,0.1048,167,15,2886.55,838,0.002,0.4052,2380.62,1.93,0,Vigilancia
EC-000792,Microcrédito,Los Ríos,777.99,0.1047,8,0,3356.5,827,0.002,0.5919,2771.93,3.28,0,Normal
EC-000793,Consumo,Pichincha,5498.64,0.5824,74,45,11722.58,692,0.00342,0.3651,10931.93,13.65,0,Deficiente
EC-000794,Consumo,Pichincha,1769.44,0.352,37,0,13793.07,805,0.002,0.3876,12209.73,9.46,0,Normal
EC-000795,Consumo,El Oro,2367.64,0.297,82,0,8733.17,829,0.002,0.6605,6912.14,9.13,0,Normal
EC-000796,Microcrédito,El Oro,961.49,0.2983,27,45,3735.76,833,0.002,0.5208,3397.57,3.54,0,Deficiente
EC-000797,Consumo,Azuay,3108.92,0.2383,97,0,1671.42,892,0.002,0.4379,1466.9,1.28,0,Normal
EC-000798,Consumo,Azuay,1446.07,0.5417,28,5,12990.08,674,0.00214,0.5085,9731.35,10.6,0,Vigilancia
EC-000799,Productivo,Pichincha,2356.92,0.5104,113,5,11842.9,759,0.002,0.5408,10076.34,10.9,1,Vigilancia
EC-000800,Productivo,Tungurahua,1835.98,0.2393,82,0,4093.86,811,0.002,0.5608,4000.67,4.49,0,Normal
EC-000801,Vivienda,Loja,7717.6,0.3849,179,0,24470.85,857,0.002,0.25,19070.18,9.54,0,Normal
EC-000802,Consumo,Guayas,8010.19,0.5502,159,0,4677.11,764,0.002,0.4778,3910.5,3.74,0,Normal
EC-000803,Vivienda,Loja,2276.13,0.3485,109,0,25318.74,823,0.002,0.25,20185.77,10.09,0,Normal
EC-000804,Productivo,Chimborazo,2302.12,0.1434,81,15,12901.6,747,0.002,0.5568,11228.74,12.5,0,Vigilancia
EC-000805,Consumo,Azuay,1732.4,0.3613,129,0,4308.88,750,0.002,0.654,4278.85,5.6,0,Normal
EC-000806,Consumo,Los Ríos,4531.93,0.2257,121,120,12415.45,755,0.00332,0.4795,10016.28,15.96,0,Pérdida
EC-000807,Productivo,Azuay,1783.27,0.5629,26,0,15492.01,742,0.002,0.6386,14766.89,18.86,0,Normal
EC-000808,Consumo,Guayas,1679.3,0.5639,68,0,5438.06,712,0.002,0.6778,5191.84,7.04,0,Normal
EC-000809,Microcrédito,Azuay,4171.73,0.477,179,90,1821.78,672,0.00803,0.4619,1444.01,5.35,1,Dudoso
EC-000810,Comercial,Loja,1556.36,0.3595,58,0,18075.39,754,0.002,0.359,16924.53,12.15,0,Normal
EC-000811,Consumo,Guayas,2154.81,0.2873,3,5,1319.93,785,0.002,0.5494,1315.54,1.45,0,Vigilancia
EC-000812,Consumo,El Oro,790.09,0.6576,151,15,6558.59,656,0.00404,0.6482,6474.15,16.94,0,Vigilancia
EC-000813,Comercial,Loja,3490.23,0.081,168,60,58587.73,766,0.002,0.3676,52120.07,38.32,0,Deficiente
EC-000814,Productivo,Imbabura,7797.54,0.2309,118,0,6639.59,833,0.002,0.4151,5062.6,4.2,0,Normal
EC-000815,Consumo,Manabí,3529.09,0.3239,115,0,9255.38,857,0.002,0.5731,6973.15,7.99,0,Normal
EC-000816,Vivienda,Manabí,5711.11,0.4137,64,180,45154.32,647,0.04309,0.25,35884.58,386.52,0,Pérdida
EC-000817,Vivienda,Manabí,1274.15,0.3058,65,0,43035.9,825,0.002,0.25,38231.7,19.12,0,Normal
EC-000818,Microcrédito,Guayas,2575.02,0.3804,165,15,10220.19,781,0.002,0.47,8463.78,7.96,0,Vigilancia
EC-000819,Productivo,Imbabura,1196.25,0.1173,155,5,12462.17,878,0.002,0.4288,11411.93,9.79,0,Vigilancia
EC-000820,Consumo,Guayas,1904.46,0.3236,90,0,8647.07,777,0.002,0.6684,8133.24,10.87,0,Normal
EC-000821,Consumo,Imbabura,3648.01,0.6679,57,30,1354.89,663,0.00454,0.5752,1043.97,2.73,0,Vigilancia
EC-000822,Productivo,Chimborazo,2359.45,0.6351,34,180,100249.4,580,0.14159,0.507,97591.02,7005.06,0,Pérdida
EC-000823,Consumo,Imbabura,881.64,0.3875,2,0,5056.85,759,0.002,0.6346,3726.7,4.73,0,Normal
EC-000824,Productivo,Manabí,939.39,0.1596,87,5,5930.99,830,0.002,0.5274,4710.27,4.97,0,Vigilancia
EC-000825,Vivienda,Loja,899.86,0.2514,100,15,41148.97,792,0.002,0.25,39015.15,19.51,0,Vigilancia
EC-000826,Consumo,Los Ríos,3039.49,0.1972,122,0,4667.04,890,0.002,0.4288,3600.36,3.09,0,Normal
EC-000827,Productivo,Azuay,8446.7,0.3494,145,60,21700.94,786,0.002,0.359,16962.29,12.18,0,Deficiente
EC-000828,Consumo,Manabí,5353.99,0.2203,67,0,7073.41,815,0.002,0.4915,7025.2,6.91,0,Normal
EC-000829,Vivienda,Imbabura,643.94,0.13,31,0,39289.77,769,0.002,0.25,38325.67,19.16,0,Normal
EC-000830,Consumo,Chimborazo,5561.92,0.3383,152,60,5941.46,714,0.00214,0.6258,5629.96,7.55,0,Deficiente
EC-000831,Productivo,Chimborazo,4058.87,0.6217,138,120,15814.58,558,0.06122,0.5259,12156.1,391.34,0,Pérdida
EC-000832,Microcrédito,Pichincha,808.8,0.1391,96,0,2293.14,871,0.002,0.4453,1814.88,1.62,0,Normal
EC-000833,Microcrédito,Los Ríos,1813.33,0.494,8,30,5934.21,745,0.002,0.6053,4663.38,5.65,0,Vigilancia
EC-000834,Productivo,Guayas,4501.16,0.3613,85,0,58798.91,770,0.002,0.5239,45448.9,47.62,0,Normal
EC-000835,Productivo,El Oro,3158.28,0.6191,112,0,43954.73,722,0.002,0.5159,43591.01,44.98,0,Normal
EC-000836,Microcrédito,Chimborazo,943.02,0.1319,155,0,2450.36,798,0.002,0.4097,1878.17,1.54,0,Normal
EC-000837,Vivienda,Tungurahua,3284.54,0.3041,92,60,70169.1,741,0.002,0.25,65192.69,32.6,0,Deficiente
EC-000838,Comercial,Chimborazo,550.39,0.5457,84,0,36823.12,741,0.002,0.5675,27038.63,30.69,0,Normal
EC-000839,Microcrédito,Loja,1910.59,0.4504,69,0,5987.68,802,0.002,0.6321,5222.85,6.6,0,Normal
EC-000840,Microcrédito,Loja,4627.04,0.3859,75,30,3188.33,776,0.002,0.6007,2358.85,2.83,0,Vigilancia
EC-000841,Consumo,Loja,2234.91,0.2524,3,0,2495.58,831,0.002,0.516,1839.97,1.9,0,Normal
EC-000842,Vivienda,Loja,1596.69,0.6453,19,0,30951.83,665,0.00266,0.25,24280.63,16.13,0,Normal
EC-000843,Microcrédito,Tungurahua,3936.61,0.397,137,0,3762.0,781,0.002,0.57,3683.63,4.2,0,Normal
EC-000844,Microcrédito,Manabí,4161.32,0.4893,66,45,2298.14,745,0.002,0.3832,2065.74,1.58,0,Deficiente
EC-000845,Consumo,Imbabura,5174.64,0.5586,154,5,6603.95,743,0.002,0.6673,5959.35,7.95,0,Vigilancia
EC-000846,Vivienda,Manabí,3898.4,0.4068,72,30,18489.6,695,0.002,0.25,14853.5,7.43,0,Vigilancia
EC-000847,Microcrédito,Loja,4459.95,0.5457,180,0,2467.89,798,0.002,0.4712,2276.91,2.15,0,Normal
EC-000848,Productivo,Guayas,3556.0,0.326,33,0,3649.09,783,0.002,0.532,3323.72,3.54,0,Normal
EC-000849,Consumo,El Oro,2624.36,0.5472,34,45,10261.33,725,0.00243,0.5159,8714.66,10.93,0,Deficiente
EC-000850,Comercial,Los Ríos,2340.64,0.084,106,0,9669.72,867,0.002,0.5662,8810.37,9.98,0,Normal
EC-000851,Consumo,Los Ríos,1892.74,0.6242,145,0,18904.45,734,0.002,0.6085,18201.17,22.15,0,Normal
EC-000852,Consumo,Azuay,1004.21,0.1343,26,0,4323.16,881,0.002,0.6,4275.21,5.13,0,Normal
EC-000853,Vivienda,Manabí,1186.84,0.3094,91,0,50355.65,760,0.002,0.25,50307.63,25.15,0,Normal
EC-000854,Comercial,Imbabura,1838.47,0.7238,41,0,35534.76,756,0.002,0.5051,30443.6,30.75,0,Normal
EC-000855,Consumo,Tungurahua,2583.61,0.1964,133,120,1640.81,661,0.00943,0.5263,1196.43,5.94,0,Pérdida
EC-000856,Microcrédito,Pichincha,5633.74,0.6052,101,0,5754.39,761,0.002,0.6384,4512.42,5.76,0,Normal
EC-000857,Vivienda,El Oro,2149.16,0.2582,118,5,37935.92,828,0.002,0.25,29404.8,14.7,0,Vigilancia
EC-000858,Vivienda,Pichincha,4239.75,0.1958,49,0,26036.37,822,0.002,0.25,20937.17,10.47,0,Normal
EC-000859,Microcrédito,Guayas,4453.99,0.3407,52,5,633.49,772,0.002,0.353,520.06,0.37,0,Vigilancia
EC-000860,Microcrédito,Tungurahua,1899.91,0.3621,116,0,7438.58,790,0.002,0.5937,6748.5,8.01,0,Normal
EC-000861,Vivienda,Guayas,3250.45,0.3354,64,90,77612.85,648,0.00813,0.25,67305.31,136.85,0,Dudoso
EC-000862,Vivienda,Loja,1885.04,0.7254,125,0,40274.72,789,0.002,0.25,36324.92,18.16,0,Normal
EC-000863,Vivienda,El Oro,5215.49,0.0887,28,30,37477.53,803,0.002,0.25,37182.03,18.59,0,Vigilancia
EC-000864,Microcrédito,Tungurahua,3338.57,0.2956,55,0,3678.14,854,0.002,0.364,2698.8,1.96,0,Normal
EC-000865,Consumo,Manabí,1018.6,0.1464,19,5,1816.26,858,0.002,0.511,1315.03,1.34,0,Vigilancia
EC-000866,Comercial,Pichincha,2452.81,0.505,16,90,16505.36,646,0.01199,0.4138,14959.5,74.23,0,Dudoso
EC-000867,Vivienda,Imbabura,6446.37,0.1745,48,5,54916.73,835,0.002,0.25,47939.62,23.97,0,Vigilancia
EC-000868,Vivienda,Chimborazo,1962.94,0.386,89,15,10393.11,780,0.002,0.25,8887.87,4.44,0,Vigilancia
EC-000869,Consumo,Los Ríos,2954.29,0.4922,26,60,4848.68,700,0.00371,0.6064,4649.55,10.45,0,Deficiente
EC-000870,Consumo,Imbabura,3148.94,0.2258,17,90,4942.46,704,0.00358,0.631,3778.44,8.53,0,Dudoso
EC-000871,Vivienda,Manabí,1125.74,0.5043,158,0,52867.73,711,0.002,0.25,46556.04,23.28,0,Normal
EC-000872,Consumo,Los Ríos,3077.77,0.1866,93,0,12156.47,780,0.002,0.5945,11924.76,14.18,0,Normal
EC-000873,Comercial,Manabí,892.48,0.1011,129,0,26280.61,900,0.002,0.5372,22202.88,23.86,0,Normal
EC-000874,Microcrédito,Guayas,1470.48,0.1242,131,180,2129.3,602,0.04599,0.6173,1878.84,53.34,0,Pérdida
EC-000875,Productivo,Los Ríos,4443.6,0.1738,19,0,7794.12,844,0.002,0.5361,5764.53,6.18,0,Normal
EC-000876,Vivienda,Loja,2784.69,0.3692,112,0,26483.48,796,0.002,0.25,21657.43,10.83,0,Normal
EC-000877,Microcrédito,Chimborazo,1811.82,0.5369,155,0,4307.34,769,0.002,0.3607,3151.21,2.27,0,Normal
EC-000878,Consumo,Loja,2951.89,0.2074,81,0,7092.27,797,0.002,0.5622,6243.08,7.02,0,Normal
EC-000879,Productivo,Los Ríos,2123.75,0.5143,156,0,19626.77,782,0.002,0.6462,17376.22,22.46,0,Normal
EC-000880,Productivo,El Oro,2226.48,0.0739,171,0,34711.58,879,0.002,0.5787,34233.79,39.62,0,Normal
EC-000881,Microcrédito,Manabí,3384.4,0.4796,99,0,6742.21,875,0.002,0.4834,6059.59,5.86,0,Normal
